numero_piece,date_charge,code_dept,categorie_charge,sous_categorie,fournisseur,nature_charge,montant_ht,montant_tva,montant_ttc,est_budgetee,date_id_charge,annee,mois
PCE-001709,2025-02-23,DEPT-008,Fournitures & Consommables,Consommables informatique,BAILLEUR IMMO,Exploitation,771.22,154.24,925.46,1,20250223,2025,2
PCE-001710,2025-07-13,DEPT-006,Informatique & Licences,Licences logiciels,NETTOYAGE SERVICE,Exploitation,8948.0,1789.6,10737.6,1,20250713,2025,7
PCE-001711,2024-09-18,DEPT-005,Fournitures & Consommables,Documentation,TRANSPORT EXPRESS,Exploitation,568.28,113.66,681.94,1,20240918,2024,9
PCE-001712,2024-07-22,DEPT-005,Fournitures & Consommables,Consommables informatique,NETTOYAGE SERVICE,Exploitation,1363.02,272.6,1635.62,1,20240722,2024,7
PCE-001713,2025-07-04,DEPT-005,Fournitures & Consommables,Fournitures de bureau,FORMATION PLUS,Exploitation,665.16,133.03,798.19,1,20250704,2025,7
PCE-001714,2025-03-03,DEPT-007,Déplacements & Missions,Carburant,CONSULTANTS SA,Exploitation,1563.33,312.67,1876.0,0,20250303,2025,3
PCE-001715,2025-03-11,DEPT-008,Fournitures & Consommables,Documentation,AGENCE VOYAGE,Exploitation,943.53,188.71,1132.24,1,20250311,2025,3
PCE-001716,2023-06-11,DEPT-008,Loyer & Charges locatives,Charges communes,CONSULTANTS SA,Exploitation,7921.41,0.0,7921.41,1,20230611,2023,6
PCE-001717,2024-08-07,DEPT-005,Salaires & Charges sociales,Charges patronales,HOTEL COLBERT,Exploitation,50742.86,0.0,50742.86,1,20240807,2024,8
PCE-001718,2024-01-17,DEPT-008,Informatique & Licences,Cloud & hébergement,ORACLE,Exploitation,7141.6,1428.32,8569.92,1,20240117,2024,1
PCE-001719,2023-11-05,DEPT-006,Informatique & Licences,Cloud & hébergement,ORACLE,Exploitation,7466.13,1493.23,8959.36,1,20231105,2023,11
PCE-001720,2023-12-01,DEPT-001,Déplacements & Missions,Hôtel & restauration,BAILLEUR IMMO,Exploitation,1738.9,347.78,2086.68,1,20231201,2023,12
PCE-001721,2024-05-18,DEPT-007,Salaires & Charges sociales,Salaires bruts,IBM MADA,Exploitation,50821.33,0.0,50821.33,1,20240518,2024,5
PCE-001722,2023-12-11,DEPT-001,Déplacements & Missions,Transport,BAILLEUR IMMO,Exploitation,2948.43,589.69,3538.12,0,20231211,2023,12
PCE-001723,2025-12-07,DEPT-001,Déplacements & Missions,Carburant,IT SOLUTIONS,Exploitation,2858.99,571.8,3430.79,1,20251207,2025,12
PCE-001724,2025-02-01,DEPT-001,Salaires & Charges sociales,Avantages en nature,HOTEL COLBERT,Exploitation,45120.55,0.0,45120.55,1,20250201,2025,2
PCE-001725,2023-03-02,DEPT-006,Informatique & Licences,Matériel informatique,BAILLEUR IMMO,Exploitation,2041.52,408.3,2449.82,1,20230302,2023,3
PCE-001726,2025-07-14,DEPT-007,Déplacements & Missions,Carburant,SECURITE MADA,Exploitation,2545.07,509.01,3054.08,0,20250714,2025,7
PCE-001727,2025-03-18,DEPT-008,Informatique & Licences,Maintenance SI,ORANGE PRO,Exploitation,12309.85,2461.97,14771.82,1,20250318,2025,3
PCE-001728,2025-04-05,DEPT-008,Fournitures & Consommables,Documentation,SECURITE MADA,Exploitation,353.81,70.76,424.57,1,20250405,2025,4
PCE-001729,2025-12-16,DEPT-002,Sous-traitance,Expertise externe,SECURITE MADA,Exploitation,8812.08,1762.42,10574.5,1,20251216,2025,12
PCE-001730,2025-03-14,DEPT-005,Fournitures & Consommables,Fournitures de bureau,IBM MADA,Exploitation,390.68,78.14,468.82,1,20250314,2025,3
PCE-001731,2025-04-19,DEPT-008,Loyer & Charges locatives,Charges communes,TOTAL MADA,Exploitation,2778.95,0.0,2778.95,1,20250419,2025,4
PCE-001732,2024-06-01,DEPT-008,Fournitures & Consommables,Documentation,HOTEL COLBERT,Exploitation,663.36,132.67,796.03,1,20240601,2024,6
PCE-001733,2023-03-04,DEPT-003,Déplacements & Missions,Hôtel & restauration,SECURITE MADA,Exploitation,2377.65,475.53,2853.18,1,20230304,2023,3
PCE-001734,2024-06-09,DEPT-008,Loyer & Charges locatives,Loyer bureaux,MICROSOFT MADA,Exploitation,7794.85,0.0,7794.85,1,20240609,2024,6
PCE-001735,2025-08-10,DEPT-001,Salaires & Charges sociales,Salaires bruts,TRANSPORT EXPRESS,Exploitation,33521.8,0.0,33521.8,1,20250810,2025,8
PCE-001736,2025-12-23,DEPT-008,Loyer & Charges locatives,Assurance locaux,TOTAL MADA,Exploitation,5694.46,0.0,5694.46,1,20251223,2025,12
PCE-001737,2023-11-30,DEPT-007,Salaires & Charges sociales,Charges patronales,TOTAL MADA,Exploitation,66711.4,0.0,66711.4,1,20231130,2023,11
PCE-001738,2024-12-27,DEPT-008,Informatique & Licences,Licences logiciels,TOTAL MADA,Exploitation,6291.11,1258.22,7549.33,1,20241227,2024,12
PCE-001739,2023-12-13,DEPT-006,Salaires & Charges sociales,Salaires bruts,SECURITE MADA,Exploitation,70741.59,0.0,70741.59,1,20231213,2023,12
PCE-001740,2023-01-30,DEPT-006,Informatique & Licences,Cloud & hébergement,FORMATION PLUS,Exploitation,14269.13,2853.83,17122.96,0,20230130,2023,1
PCE-001741,2024-10-31,DEPT-002,Déplacements & Missions,Hôtel & restauration,AGENCE VOYAGE,Exploitation,1639.28,327.86,1967.14,1,20241031,2024,10
PCE-001742,2025-05-04,DEPT-005,Fournitures & Consommables,Consommables informatique,HOTEL COLBERT,Exploitation,1466.48,293.3,1759.78,1,20250504,2025,5
PCE-001743,2024-02-09,DEPT-003,Sous-traitance,Consultants,NETTOYAGE SERVICE,Exploitation,16282.23,3256.45,19538.68,1,20240209,2024,2
PCE-001744,2024-09-28,DEPT-008,Fournitures & Consommables,Consommables informatique,SECURITE MADA,Exploitation,1366.31,273.26,1639.57,1,20240928,2024,9
PCE-001745,2025-07-05,DEPT-008,Informatique & Licences,Matériel informatique,IT SOLUTIONS,Exploitation,6209.2,1241.84,7451.04,1,20250705,2025,7
PCE-001746,2025-01-15,DEPT-005,Fournitures & Consommables,Fournitures de bureau,IBM MADA,Exploitation,174.27,34.85,209.12,1,20250115,2025,1
PCE-001747,2025-12-30,DEPT-008,Salaires & Charges sociales,Salaires bruts,FORMATION PLUS,Exploitation,28019.03,0.0,28019.03,1,20251230,2025,12
PCE-001748,2025-04-15,DEPT-008,Loyer & Charges locatives,Assurance locaux,AGENCE VOYAGE,Exploitation,4211.61,0.0,4211.61,1,20250415,2025,4
PCE-001749,2025-01-11,DEPT-006,Informatique & Licences,Licences logiciels,IBM MADA,Exploitation,4580.92,916.18,5497.1,1,20250111,2025,1
PCE-001750,2024-07-28,DEPT-002,Sous-traitance,Consultants,ORACLE,Exploitation,15011.12,3002.22,18013.34,1,20240728,2024,7
PCE-001751,2023-04-17,DEPT-006,Informatique & Licences,Licences logiciels,IT SOLUTIONS,Exploitation,1603.83,320.77,1924.6,1,20230417,2023,4
PCE-001752,2024-03-06,DEPT-008,Informatique & Licences,Cloud & hébergement,NETTOYAGE SERVICE,Exploitation,12496.64,2499.33,14995.97,0,20240306,2024,3
PCE-001753,2024-12-03,DEPT-008,Loyer & Charges locatives,Loyer bureaux,NETTOYAGE SERVICE,Exploitation,5777.54,0.0,5777.54,1,20241203,2024,12
PCE-001754,2025-05-15,DEPT-008,Fournitures & Consommables,Documentation,FOURNITURES PRO,Exploitation,1228.55,245.71,1474.26,1,20250515,2025,5
PCE-001755,2024-05-23,DEPT-005,Salaires & Charges sociales,Avantages en nature,HOTEL COLBERT,Exploitation,63662.82,0.0,63662.82,0,20240523,2024,5
PCE-001756,2024-11-13,DEPT-003,Sous-traitance,Expertise externe,HOTEL COLBERT,Exploitation,17089.45,3417.89,20507.34,1,20241113,2024,11
PCE-001757,2024-07-13,DEPT-002,Formation & Développement,Certifications,TOTAL MADA,Exploitation,3282.97,656.59,3939.56,1,20240713,2024,7
PCE-001758,2023-10-11,DEPT-008,Informatique & Licences,Cloud & hébergement,SECURITE MADA,Exploitation,10213.21,2042.64,12255.85,1,20231011,2023,10
PCE-001759,2025-05-05,DEPT-006,Informatique & Licences,Maintenance SI,CONSULTANTS SA,Exploitation,10830.04,2166.01,12996.05,1,20250505,2025,5
PCE-001760,2025-06-01,DEPT-006,Salaires & Charges sociales,Avantages en nature,HOTEL COLBERT,Exploitation,13148.72,0.0,13148.72,1,20250601,2025,6
PCE-001761,2025-06-19,DEPT-008,Loyer & Charges locatives,Loyer bureaux,ORANGE PRO,Exploitation,2933.21,0.0,2933.21,1,20250619,2025,6
PCE-001762,2025-12-31,DEPT-008,Informatique & Licences,Cloud & hébergement,IT SOLUTIONS,Exploitation,4456.64,891.33,5347.97,1,20251231,2025,12
PCE-001763,2023-09-19,DEPT-003,Sous-traitance,Prestations ponctuelles,TOTAL MADA,Exploitation,11393.95,2278.79,13672.74,0,20230919,2023,9
PCE-001764,2023-12-04,DEPT-004,Salaires & Charges sociales,Salaires bruts,CONSULTANTS SA,Exploitation,63472.02,0.0,63472.02,1,20231204,2023,12
PCE-001765,2023-04-08,DEPT-006,Informatique & Licences,Licences logiciels,IT SOLUTIONS,Exploitation,14359.65,2871.93,17231.58,1,20230408,2023,4
PCE-001766,2024-12-01,DEPT-001,Sous-traitance,Expertise externe,SECURITE MADA,Exploitation,14006.27,2801.25,16807.52,1,20241201,2024,12
PCE-001767,2024-03-04,DEPT-006,Informatique & Licences,Maintenance SI,MICROSOFT MADA,Exploitation,14211.1,2842.22,17053.32,1,20240304,2024,3
PCE-001768,2024-11-08,DEPT-006,Salaires & Charges sociales,Avantages en nature,BAILLEUR IMMO,Exploitation,56101.75,0.0,56101.75,1,20241108,2024,11
PCE-001769,2025-02-22,DEPT-001,Formation & Développement,Abonnements professionnels,HOTEL COLBERT,Exploitation,4185.31,837.06,5022.37,0,20250222,2025,2
PCE-001770,2025-02-26,DEPT-008,Informatique & Licences,Matériel informatique,NETTOYAGE SERVICE,Exploitation,12051.54,2410.31,14461.85,1,20250226,2025,2
PCE-001771,2024-04-14,DEPT-003,Sous-traitance,Expertise externe,ORANGE PRO,Exploitation,12291.67,2458.33,14750.0,0,20240414,2024,4
PCE-001772,2024-12-20,DEPT-006,Salaires & Charges sociales,Charges patronales,FOURNITURES PRO,Exploitation,10958.55,0.0,10958.55,1,20241220,2024,12
PCE-001773,2025-12-22,DEPT-001,Déplacements & Missions,Carburant,NETTOYAGE SERVICE,Exploitation,2779.17,555.83,3335.0,0,20251222,2025,12
PCE-001774,2024-11-27,DEPT-005,Fournitures & Consommables,Documentation,HOTEL COLBERT,Exploitation,775.22,155.04,930.26,1,20241127,2024,11
PCE-001775,2024-02-11,DEPT-008,Fournitures & Consommables,Consommables informatique,FORMATION PLUS,Exploitation,116.96,23.39,140.35,1,20240211,2024,2
PCE-001776,2025-12-06,DEPT-002,Formation & Développement,Abonnements professionnels,TRANSPORT EXPRESS,Exploitation,1815.85,363.17,2179.02,0,20251206,2025,12
PCE-001777,2025-07-12,DEPT-007,Salaires & Charges sociales,Salaires bruts,FORMATION PLUS,Exploitation,61526.36,0.0,61526.36,1,20250712,2025,7
PCE-001778,2025-02-11,DEPT-006,Informatique & Licences,Matériel informatique,HOTEL COLBERT,Exploitation,9784.79,1956.96,11741.75,1,20250211,2025,2
PCE-001779,2025-12-30,DEPT-006,Salaires & Charges sociales,Avantages en nature,HOTEL COLBERT,Exploitation,65542.49,0.0,65542.49,1,20251230,2025,12
PCE-001780,2024-11-03,DEPT-001,Sous-traitance,Prestations ponctuelles,MICROSOFT MADA,Exploitation,2015.64,403.13,2418.77,1,20241103,2024,11
PCE-001781,2025-09-21,DEPT-003,Salaires & Charges sociales,Salaires bruts,ORACLE,Exploitation,30605.1,0.0,30605.1,0,20250921,2025,9
PCE-001782,2023-04-07,DEPT-002,Déplacements & Missions,Carburant,TOTAL MADA,Exploitation,2682.67,536.53,3219.2,0,20230407,2023,4
PCE-001783,2025-03-27,DEPT-001,Formation & Développement,Certifications,HOTEL COLBERT,Exploitation,4216.47,843.29,5059.76,0,20250327,2025,3
PCE-001784,2023-12-10,DEPT-008,Loyer & Charges locatives,Charges communes,TOTAL MADA,Exploitation,2248.6,0.0,2248.6,1,20231210,2023,12
PCE-001785,2025-09-05,DEPT-001,Formation & Développement,Formations externes,IT SOLUTIONS,Exploitation,1559.87,311.97,1871.84,1,20250905,2025,9
PCE-001786,2023-01-01,DEPT-005,Fournitures & Consommables,Consommables informatique,HOTEL COLBERT,Exploitation,269.11,53.82,322.93,1,20230101,2023,1
PCE-001787,2023-05-28,DEPT-008,Loyer & Charges locatives,Loyer bureaux,IT SOLUTIONS,Exploitation,6409.85,0.0,6409.85,1,20230528,2023,5
PCE-001788,2023-06-19,DEPT-007,Déplacements & Missions,Hôtel & restauration,FORMATION PLUS,Exploitation,2940.64,588.13,3528.77,0,20230619,2023,6
PCE-001789,2024-07-16,DEPT-007,Déplacements & Missions,Carburant,CONSULTANTS SA,Exploitation,1553.56,310.71,1864.27,0,20240716,2024,7
PCE-001790,2024-12-10,DEPT-008,Loyer & Charges locatives,Loyer bureaux,TRANSPORT EXPRESS,Exploitation,3097.7,0.0,3097.7,1,20241210,2024,12
PCE-001791,2023-02-21,DEPT-002,Formation & Développement,Formations externes,TOTAL MADA,Exploitation,2946.69,589.34,3536.03,1,20230221,2023,2
PCE-001792,2023-01-11,DEPT-002,Formation & Développement,Abonnements professionnels,IBM MADA,Exploitation,838.56,167.71,1006.27,1,20230111,2023,1
PCE-001793,2023-07-05,DEPT-008,Loyer & Charges locatives,Loyer bureaux,NETTOYAGE SERVICE,Exploitation,3983.18,0.0,3983.18,1,20230705,2023,7
PCE-001794,2024-08-27,DEPT-007,Déplacements & Missions,Carburant,TRANSPORT EXPRESS,Exploitation,394.5,78.9,473.4,0,20240827,2024,8
PCE-001795,2024-03-07,DEPT-006,Informatique & Licences,Cloud & hébergement,MICROSOFT MADA,Exploitation,14266.31,2853.26,17119.57,1,20240307,2024,3
PCE-001796,2024-04-26,DEPT-005,Fournitures & Consommables,Fournitures de bureau,NETTOYAGE SERVICE,Exploitation,234.99,47.0,281.99,1,20240426,2024,4
PCE-001797,2025-02-21,DEPT-008,Informatique & Licences,Maintenance SI,ORANGE PRO,Exploitation,12633.25,2526.65,15159.9,1,20250221,2025,2
PCE-001798,2025-02-18,DEPT-007,Salaires & Charges sociales,Charges patronales,FORMATION PLUS,Exploitation,8618.32,0.0,8618.32,1,20250218,2025,2
PCE-001799,2025-10-03,DEPT-008,Loyer & Charges locatives,Loyer bureaux,ORACLE,Exploitation,7447.32,0.0,7447.32,1,20251003,2025,10
PCE-001800,2023-08-30,DEPT-001,Salaires & Charges sociales,Avantages en nature,FORMATION PLUS,Exploitation,7951.62,0.0,7951.62,1,20230830,2023,8
PCE-001801,2025-08-22,DEPT-006,Informatique & Licences,Licences logiciels,FORMATION PLUS,Exploitation,9499.47,1899.89,11399.36,0,20250822,2025,8
PCE-001802,2025-07-23,DEPT-007,Salaires & Charges sociales,Charges patronales,HOTEL COLBERT,Exploitation,9571.5,0.0,9571.5,1,20250723,2025,7
PCE-001803,2025-05-27,DEPT-001,Formation & Développement,Certifications,SECURITE MADA,Exploitation,3830.89,766.18,4597.07,1,20250527,2025,5
PCE-001804,2025-07-10,DEPT-006,Informatique & Licences,Maintenance SI,FORMATION PLUS,Exploitation,9092.21,1818.44,10910.65,0,20250710,2025,7
PCE-001805,2024-10-17,DEPT-003,Déplacements & Missions,Hôtel & restauration,IT SOLUTIONS,Exploitation,1973.05,394.61,2367.66,0,20241017,2024,10
PCE-001806,2023-06-20,DEPT-005,Fournitures & Consommables,Documentation,NETTOYAGE SERVICE,Exploitation,1266.84,253.37,1520.21,1,20230620,2023,6
PCE-001807,2025-12-19,DEPT-007,Déplacements & Missions,Hôtel & restauration,MICROSOFT MADA,Exploitation,990.59,198.12,1188.71,0,20251219,2025,12
PCE-001808,2023-03-30,DEPT-008,Loyer & Charges locatives,Loyer bureaux,ORACLE,Exploitation,5228.28,0.0,5228.28,1,20230330,2023,3
PCE-001809,2023-02-20,DEPT-008,Loyer & Charges locatives,Loyer bureaux,SECURITE MADA,Exploitation,3582.43,0.0,3582.43,1,20230220,2023,2
PCE-001810,2023-03-08,DEPT-007,Déplacements & Missions,Hôtel & restauration,BAILLEUR IMMO,Exploitation,206.01,41.2,247.21,1,20230308,2023,3
PCE-001811,2025-07-03,DEPT-008,Informatique & Licences,Cloud & hébergement,SECURITE MADA,Exploitation,5534.65,1106.93,6641.58,1,20250703,2025,7
PCE-001812,2023-07-03,DEPT-005,Formation & Développement,Certifications,ORANGE PRO,Exploitation,4768.15,953.63,5721.78,1,20230703,2023,7
PCE-001813,2025-08-22,DEPT-004,Salaires & Charges sociales,Salaires bruts,IBM MADA,Exploitation,69033.01,0.0,69033.01,1,20250822,2025,8
PCE-001814,2024-12-15,DEPT-002,Sous-traitance,Consultants,IBM MADA,Exploitation,10632.19,2126.44,12758.63,1,20241215,2024,12
PCE-001815,2024-05-23,DEPT-005,Formation & Développement,Abonnements professionnels,IT SOLUTIONS,Exploitation,4395.09,879.02,5274.11,1,20240523,2024,5
PCE-001816,2023-01-27,DEPT-008,Informatique & Licences,Licences logiciels,ORANGE PRO,Exploitation,8261.36,1652.27,9913.63,1,20230127,2023,1
PCE-001817,2025-01-22,DEPT-008,Loyer & Charges locatives,Loyer bureaux,AGENCE VOYAGE,Exploitation,5012.71,0.0,5012.71,1,20250122,2025,1
PCE-001818,2025-08-09,DEPT-006,Informatique & Licences,Matériel informatique,HOTEL COLBERT,Exploitation,13877.59,2775.52,16653.11,1,20250809,2025,8
PCE-001819,2025-04-08,DEPT-002,Salaires & Charges sociales,Avantages en nature,NETTOYAGE SERVICE,Exploitation,43739.93,0.0,43739.93,1,20250408,2025,4
PCE-001820,2025-05-01,DEPT-003,Déplacements & Missions,Transport,ORANGE PRO,Exploitation,2720.84,544.17,3265.01,0,20250501,2025,5
PCE-001821,2023-11-08,DEPT-008,Informatique & Licences,Licences logiciels,ORANGE PRO,Exploitation,14015.61,2803.12,16818.73,1,20231108,2023,11
PCE-001822,2025-07-14,DEPT-007,Salaires & Charges sociales,Avantages en nature,FORMATION PLUS,Exploitation,62362.22,0.0,62362.22,1,20250714,2025,7
PCE-001823,2024-07-15,DEPT-003,Déplacements & Missions,Transport,ORACLE,Exploitation,1373.72,274.74,1648.46,0,20240715,2024,7
PCE-001824,2024-04-26,DEPT-003,Déplacements & Missions,Hôtel & restauration,FOURNITURES PRO,Exploitation,1179.77,235.95,1415.72,1,20240426,2024,4
PCE-001825,2024-11-18,DEPT-005,Fournitures & Consommables,Consommables informatique,MICROSOFT MADA,Exploitation,368.0,73.6,441.6,1,20241118,2024,11
PCE-001826,2025-07-29,DEPT-008,Informatique & Licences,Maintenance SI,SECURITE MADA,Exploitation,6941.74,1388.35,8330.09,1,20250729,2025,7
PCE-001827,2024-03-28,DEPT-001,Sous-traitance,Consultants,FORMATION PLUS,Exploitation,13929.78,2785.96,16715.74,1,20240328,2024,3
PCE-001828,2023-03-11,DEPT-002,Déplacements & Missions,Carburant,HOTEL COLBERT,Exploitation,828.75,165.75,994.5,1,20230311,2023,3
PCE-001829,2023-03-03,DEPT-005,Formation & Développement,Abonnements professionnels,BAILLEUR IMMO,Exploitation,949.32,189.86,1139.18,1,20230303,2023,3
PCE-001830,2023-05-07,DEPT-005,Formation & Développement,Certifications,FORMATION PLUS,Exploitation,3554.98,711.0,4265.98,0,20230507,2023,5
PCE-001831,2023-07-19,DEPT-002,Sous-traitance,Expertise externe,IBM MADA,Exploitation,12798.72,2559.74,15358.46,0,20230719,2023,7
PCE-001832,2024-09-20,DEPT-006,Salaires & Charges sociales,Avantages en nature,CONSULTANTS SA,Exploitation,41574.81,0.0,41574.81,1,20240920,2024,9
PCE-001833,2023-06-04,DEPT-003,Déplacements & Missions,Carburant,FORMATION PLUS,Exploitation,2165.65,433.13,2598.78,1,20230604,2023,6
PCE-001834,2024-04-15,DEPT-001,Formation & Développement,Formations externes,AGENCE VOYAGE,Exploitation,1535.47,307.09,1842.56,0,20240415,2024,4
PCE-001835,2023-02-05,DEPT-008,Loyer & Charges locatives,Charges communes,TRANSPORT EXPRESS,Exploitation,4606.45,0.0,4606.45,1,20230205,2023,2
PCE-001836,2025-04-16,DEPT-005,Formation & Développement,Formations externes,IT SOLUTIONS,Exploitation,2289.22,457.84,2747.06,1,20250416,2025,4
PCE-001837,2025-12-31,DEPT-005,Fournitures & Consommables,Consommables informatique,IT SOLUTIONS,Exploitation,181.18,36.24,217.42,0,20251231,2025,12
PCE-001838,2024-07-15,DEPT-008,Loyer & Charges locatives,Charges communes,AGENCE VOYAGE,Exploitation,6894.05,0.0,6894.05,1,20240715,2024,7
PCE-001839,2023-05-06,DEPT-008,Fournitures & Consommables,Consommables informatique,CONSULTANTS SA,Exploitation,1069.34,213.87,1283.21,0,20230506,2023,5
PCE-001840,2024-05-24,DEPT-002,Formation & Développement,Certifications,ORANGE PRO,Exploitation,1779.69,355.94,2135.63,1,20240524,2024,5
PCE-001841,2025-05-19,DEPT-002,Formation & Développement,Certifications,TRANSPORT EXPRESS,Exploitation,2586.94,517.39,3104.33,1,20250519,2025,5
PCE-001842,2024-05-09,DEPT-008,Informatique & Licences,Cloud & hébergement,MICROSOFT MADA,Exploitation,798.56,159.71,958.27,1,20240509,2024,5
PCE-001843,2024-02-16,DEPT-008,Fournitures & Consommables,Documentation,HOTEL COLBERT,Exploitation,296.08,59.22,355.3,1,20240216,2024,2
PCE-001844,2023-12-19,DEPT-007,Salaires & Charges sociales,Avantages en nature,MICROSOFT MADA,Exploitation,48777.58,0.0,48777.58,1,20231219,2023,12
PCE-001845,2023-03-24,DEPT-005,Fournitures & Consommables,Consommables informatique,MICROSOFT MADA,Exploitation,879.08,175.82,1054.9,1,20230324,2023,3
PCE-001846,2025-09-03,DEPT-002,Déplacements & Missions,Hôtel & restauration,FOURNITURES PRO,Exploitation,2736.18,547.24,3283.42,1,20250903,2025,9
PCE-001847,2023-09-25,DEPT-008,Salaires & Charges sociales,Charges patronales,AGENCE VOYAGE,Exploitation,55280.3,0.0,55280.3,1,20230925,2023,9
PCE-001848,2024-06-28,DEPT-008,Loyer & Charges locatives,Assurance locaux,ORACLE,Exploitation,2042.12,0.0,2042.12,1,20240628,2024,6
PCE-001849,2025-08-15,DEPT-006,Informatique & Licences,Cloud & hébergement,AGENCE VOYAGE,Exploitation,6667.22,1333.44,8000.66,1,20250815,2025,8
PCE-001850,2025-04-01,DEPT-001,Sous-traitance,Consultants,CONSULTANTS SA,Exploitation,10804.84,2160.97,12965.81,1,20250401,2025,4
PCE-001851,2023-05-17,DEPT-008,Loyer & Charges locatives,Loyer bureaux,BAILLEUR IMMO,Exploitation,4859.99,0.0,4859.99,1,20230517,2023,5
PCE-001852,2023-10-22,DEPT-001,Formation & Développement,Abonnements professionnels,HOTEL COLBERT,Exploitation,3330.42,666.08,3996.5,1,20231022,2023,10
PCE-001853,2024-10-31,DEPT-008,Salaires & Charges sociales,Charges patronales,FORMATION PLUS,Exploitation,5532.89,0.0,5532.89,1,20241031,2024,10
PCE-001854,2025-12-14,DEPT-008,Informatique & Licences,Cloud & hébergement,FOURNITURES PRO,Exploitation,14347.46,2869.49,17216.95,1,20251214,2025,12
